name,chineseName,code,id,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Lesotho,莱索托,LSO,426,34579308.4138317,35699286.0142797,41859162.8167437,1.11253694087379e-308,1.11253694208423e-308,1.11253694281049e-308,1.11253694326008e-308,1.11253694389297e-308,1.11253694443248e-308,1.11253694554954e-308,1.1125369462343e-308,1.11253694814719e-308,1.11253694924247e-308,1.11253695918942e-308,1.11253696651757e-308,1.11253696619996e-308,1.11253696572901e-308,1.11253697700684e-308,1.11253699510251e-308,1.11253700092833e-308,1.11253703586343e-308,1.1125370365123e-308,1.11253701540551e-308,1.11253702478102e-308,1.11253701155468e-308,1.11253699561327e-308,1.1125370080232e-308,402774852.652259,470389179.678909,495404888.092424,596415104.549144,704329192.771521,831033941.093969,835592802.276831,878250450.602681,1001889856.91048,946123275.88212,997996028.645833,928458205.958432,912771290.61298,887295267.875155,825706961.238689,775780697.676625,1157832934.55127,1511236655.52047,1682350934.85132,1800105589.60349,1682016947.22798,1766825412.77296,1740830510.87482,2234731973.55119,2579421686.24912,2477702252.80078,2367113170.00373,2441053175.70743,2359759799.04224,2114323793.98266,2306843528.52853,2514146887.91664,2366213068.57507,1875227642.47384
Liberia,利比里亚,LBR,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74e+08,9.06e+08,9.27e+08,7.48e+08,8.97e+08,9.49e+08,1.119e+09,1.373e+09,1.726e+09,1.768e+09,1.998e+09,2.398e+09,2791614000,3177198100,3225652000,3227075700,3398419600,3390703400,3422754800,3319596500,3201187800
Libya,利比亚,LBY,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28901836158.1921,31995012468.8279,33881392045.4545,30657030223.3903,28607921928.8175,25544128198.9955,27884615384.6154,30698633109.1343,27249786142.0017,35976714100.9056,38270206950.41,34110064452.1567,20481889763.7795,26265625000,33122307692.3077,47334148578.4164,54961936662.6066,67516236337.7158,87140405361.2292,63028320702.0343,74773444900.5368,34699395523.6073,81873662518.8238,65502870173.7831,41142722414.3351,27842131479.8726,26197143268.1243,37883243650.452,52607888717.9487,52091152228.3425,25418916028.8964
Liechtenstein,列支敦士登,LIE,438,0,0,0,0,0,0,0,0,0,0,1.11253695151085e-308,1.11253695516453e-308,1.11253696011836e-308,1.11253697024391e-308,1.11253697717395e-308,1.1125369901194e-308,1.11253699656853e-308,1.11253700422714e-308,1.11253703718673e-308,1.11253705355574e-308,1.11253706134252e-308,1.11253705565009e-308,1.11253705822705e-308,1.11253705870723e-308,1.11253705341658e-308,1.11253705995348e-308,1.11253712178238e-308,1052843347.63948,1161757671.01756,1120000916.92646,1421466239.56234,1484152022.3152,1631197909.259,1673104493.77369,1948118227.68151,2428461395.34884,2504033252.42718,2298410390.68421,2479721340.8746,2664026095.06058,2483953102.79488,2491822706.80256,2688630822.53304,3070691319.52179,3454362685.96703,3659251525.8593,4000239272.61126,4601299566.81106,5081432924.0144,4504549214.22663,5082366478.08994,5739977477.47748,5456009384.66461,6391735893.83968,6657170923.37918,6268391521.19701,6237264055.20601,6474256118.61481,6839145106.86164,6684443550.01006,0
Lithuania,立陶宛,LTU,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7867140395.33705,8382519637.46224,10118631851.5322,11239547690.9797,10971583944.7561,11524776866.6379,12237388001.7264,14259781159.0119,18781721376.1985,22627507451.5648,26097677571.8373,30183575103.5262,39697891351.9431,47797551587.8823,37388122046.1496,37128694028.243,43535051482.3869,42927454291.478,46523420074.4372,48533659592.1728,41418872976.1196,43018087237.5741,47640770634.427,53724663842.5623,54697379017.3332,56546957475.4912
Luxembourg,卢森堡,LUX,442,703925705.942958,704145671.350213,741509480.796284,1.1125371246913e-308,1.11253715236346e-308,1.11253715691923e-308,1.1125371684901e-308,1.11253717004187e-308,1.11253719270105e-308,1.11253723430924e-308,1.11253728937026e-308,1.11253730444049e-308,1.11253739903527e-308,1.11253757397859e-308,1.11253771571646e-308,1.11253770081945e-308,1.11253777499177e-308,1.11253786534035e-308,1.1125380948878e-308,1.1125382921294e-308,1.11253841634314e-308,1.11253817767493e-308,1.11253806617691e-308,1.11253804688388e-308,1.11253802569285e-308,1.11253805997514e-308,1.11253858081503e-308,8320902215.01891,9418167855.18376,10037674037.674,12778792853.6939,13834219728.293,15518702634.8808,15925521222.0149,17701798890.7644,20853093869.7318,20895314657.9805,19563836265.2233,20150053345.1878,21891923076.9231,21177470978.4411,21369028187.9195,23537637869.377,29601904063.2054,35000480506.5806,37658234050.4912,42874225316.7733,51521903914.5907,58604890874.469,54252213114.7541,56159192758.3285,61615545000.3597,59779802783.3455,65184744717.028,68713294386.2129,60047430684.2639,62174650367.2216,65549868206.9418,71250208995.6425,70195715495.5136,73353132793.7076
Macao,澳门,MAC,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11253721148953e-308,1.11253720914382e-308,1.11253725147166e-308,1.1125372657319e-308,1.11253730773186e-308,1957726784.68876,2288759545.30756,2705659766.73845,3246477995.26244,3765226190.92238,4914391079.11142,5665570560.77112,6311194301.7223,7046110595.14546,7176892950.39164,7267563602.6231,6797764074.79822,6547629474.84328,6774193548.3871,6860272608.45211,7371723056.2402,8246521717.44876,10643215078.1581,12160002995.8433,14874147024.2708,18439876056.1978,21027044550.5667,21587740941.5979,28241858488.9155,36845925519.4433,43189526777.5567,51536304807.6803,54903031137.7096,45047964934.2517,45070605746.0194,50440941938.6992,55284360483.1217,55204758069.5124,25586111076.3415
Madagascar,马达加斯加,MDG,450,673081724.076322,699161943.857103,739286906.851553,1.11253711683695e-308,1.11253712749304e-308,1.11253713517114e-308,1.1125371516485e-308,1.11253716552492e-308,1.11253718410986e-308,1.11253719021686e-308,1.11253720391941e-308,1.11253722557136e-308,1.11253726067053e-308,1.11253733761426e-308,1.11253740294106e-308,1.1125374932417e-308,1.11253746824073e-308,1.11253751198684e-308,1.11253758877074e-308,1.11253778486806e-308,1.11253821427347e-308,1.11253810496531e-308,1.11253811130006e-308,1.11253808696231e-308,1.11253789414861e-308,1.11253786861021e-308,1.11253800334979e-308,3212900560.80991,3189456961.27972,3175638332.5404,3931334870.74964,3254713056.02171,3714967007.18602,4063298919.2868,3522226902.75861,3838101052.21232,4931861239.07864,4262965281.5836,4401967499.25594,4277903780.29131,4629247090.97816,5438332738.10373,5351701534.15801,6372498719.84613,5064732715.72615,5859269849.14523,6395712392.23682,8524620739.24074,10725137930.8518,9616879571.44509,9982711338.11125,11551819617.6416,11578974887.9668,12423555269.3948,12522957228.1618,11323020828.5844,11848613735.1908,13176313593.5418,13760033096.5122,14104664514.87,13056079982.3887
Malawi,马拉维,MWI,454,162956740.865183,174576508.469831,183116337.673247,1.11253697639146e-308,1.11253697735981e-308,1.11253698593662e-308,1.11253699357966e-308,1.11253699590675e-308,1.11253698981859e-308,1.11253699491755e-308,1.11253700102445e-308,1.11253701951617e-308,1.11253702956446e-308,1.11253703900576e-308,1.112537064781e-308,1.11253708073923e-308,1.11253709484406e-308,1.1125371284339e-308,1.11253716369615e-308,1.1125371906808e-308,1.11253723499512e-308,1.11253723500259e-308,1.11253722077808e-308,1.1125372314209e-308,1.11253722767147e-308,1.11253720873364e-308,1.11253722165519e-308,1183094127.76747,1379924257.21313,1590215582.53307,1880771556.30474,2203545856.66893,1799517081.56412,2070636935.58644,1181802596.03498,1397457932.30697,2281034131.36493,2663234933.89767,1750584265.28754,1775921718.10534,1743506531.32652,1716502862.2954,3495748397.63025,3208837077.25069,3476094498.87517,3655909664.1423,3998020176.67364,4432937045.79897,5321012192.33619,6191127665.1963,6959655570.89098,8004000737.30717,6028487928.83351,5518880768.57955,6047813437.31804,6373212640.84604,5433040159.88747,8943543677.18899,9880675785.93057,11025357837.607,12182348212.7073
Malaysia,马来西亚,MYS,458,1916241996.60264,1901868548.28172,2001502678.6881,1.1125375493373e-308,1.11253758992841e-308,1.11253765957081e-308,1.11253770581079e-308,1.11253771702781e-308,1.11253775197006e-308,1.11253783452415e-308,1.11253788383065e-308,1.11253797774497e-308,1.11253817510647e-308,1.11253882226532e-308,1.1125392750956e-308,1.11253922636261e-308,1.1125396589974e-308,1.11254017511615e-308,1.11254097030953e-308,1.1125421697269e-308,1.11254297860163e-308,1.11254310619993e-308,1.11254355082065e-308,1.11254442590641e-308,1.11254531441364e-308,1.11254463671747e-308,1.1125437806009e-308,32181695507.2234,35271880250.4964,38848567631.4235,44024178343.0071,49143148094.2683,59167550162.956,66894837030.4184,74478356957.7808,88705342902.7113,100855393910.486,100005323301.867,72167498980.8398,79148421052.6316,93789736842.1053,92783947368.4211,100845526315.789,110202368421.053,124749473684.211,143534102611.497,162691238209.476,193547824063.3,230813897715.69,202257625195.063,255016609232.871,297951960784.314,314443149443.149,323277158906.979,338061963396.376,301354803994.367,301255380276.258,319112136545.438,358791603677.728,365276282438.141,337006066373.26
Maldives,马尔代夫,MDV,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1125369397435e-308,1.11253694031609e-308,1.11253694108922e-308,1.11253694353946e-308,1.11253695630457e-308,1.11253696067389e-308,1.11253696430317e-308,141223029.383064,168514513.375071,189514434.244,215043969.849246,244396761.92334,284874919.577641,322417837.161971,356013395.70854,398988954.970263,450382327.952421,508223602.378929,540096397.621071,589239753.610875,624337145.284622,870030468.628748,897031250,1052121054.6875,1226829562.5,1163362437.5,1575200390.625,1868383460.9375,2271646187.5,2345294875,2588176054.6875,2774351760.03287,2886170571.69634,3295011381.75405,3697351596.83753,4109424799.72407,4379136461.83077,4754175869.24027,5300962659.51088,5607762625.14627,3742769967.42798
Mali,马里,MLI,466,0,0,0,0,0,0,0,1.11253699730979e-308,1.11253701417656e-308,1.11253701322347e-308,1.11253701812918e-308,1.11253702688556e-308,1.11253704946405e-308,1.11253706850197e-308,1.11253706234186e-308,1.11253713446639e-308,1.11253716127374e-308,1.11253718859817e-308,1.11253723130122e-308,1.11253732337552e-308,1.11253736395417e-308,1.11253730943234e-308,1.11253725873091e-308,1.1125372498409e-308,1.11253723382597e-308,1.11253727317399e-308,1.11253738679336e-308,2090606071.4048,2169027633.3725,2181810275.53995,2681959313.15654,2724101610.71922,2830692638.55831,2818306753.77878,2081864106.44813,2706416623.0592,2780435256.96413,2697102921.51387,2920367497.07602,3440743431.84883,2961476518.21292,3468327017.34025,3908139486.81726,4714051055.35437,5454228770.812,6247496491.29462,6905876385.35306,8156532185.6131,9838404004.93274,10232036863.4247,10689167195.3375,12995113407.2335,12442036265.1484,13242691429.5942,14364937996.8661,13104764333.9941,14026048690.7312,15365714371.3316,17070866299.0945,17280251193.9527,17465392915.9153
Malta,马耳他,MLT,470,0,0,0,0,0,0,0,0,0,0,1.11253699119012e-308,1.11253699461352e-308,1.1125370021575e-308,1.11253701462864e-308,1.11253702216119e-308,1.11253704650043e-308,1.11253705967137e-308,1.11253708379075e-308,1.11253712531742e-308,1.11253717660777e-308,1.11253723810444e-308,1.11253723643135e-308,1.1125372342201e-308,1.11253721723739e-308,1.11253720144142e-308,1.11253720539561e-308,1.11253728376527e-308,1751247763.41948,2019474244.19359,2118574772.11136,2547163582.33149,2750041434.26295,3021910216.71827,2709178326.78271,2998570146.54095,3720400535.01945,3822882801.33397,3793418418.41842,4010571223.3396,4121350731.81231,4069515579.07114,4088368978.34589,4470446391.44639,5448415500.17071,6098092551.07125,6416184181.07201,6778324049.68009,7925371475.49959,9090406767.24769,8696366907.4743,9035932122.49768,9638916481.06904,9462238211.48657,10551661176.7831,11626281387.0068,11091434483.5238,11721521912.7202,13221298307.8894,14864712990.1631,15215714309.0974,14647384607.604
Marshall Islands,马绍尔群岛,MHL,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11253693691656e-308,1.11253693787949e-308,1.11253693956697e-308,1.11253694040565e-308,1.11253694009315e-308,1.11253694308472e-308,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,110705600,112279400,114326300,115347500,122824000,131738200,131398500,132440200,136559500,141515800,148346700,151898900,149769600,160407100,172188500,180436300,184840400,182142800,183814300,201510900,213204100,221588900,239462200,244462400
Martinique,马提尼克,MTQ,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritania,毛里塔尼亚,MRT,478,0,159213140.003286,164271590.835566,1.11253697080114e-308,1.11253698471143e-308,1.11253699233109e-308,1.11253699509616e-308,1.11253699906887e-308,1.11253700617863e-308,1.11253700214363e-308,1.11253700568687e-308,1.11253701215018e-308,1.11253702600881e-308,1.11253705109946e-308,1.11253708068743e-308,1.11253710301122e-308,1.1125371207155e-308,1.11253712664015e-308,1.11253712802359e-308,1.11253716440438e-308,1.11253718812538e-308,1.11253720234724e-308,1.11253720315767e-308,1.11253721708899e-308,1.11253719465918e-308,1.1125371786884e-308,1.11253722238986e-308,1344665270.68865,1414951854.05644,1450647019.20509,1506914407.82331,2133688270.32436,2164292208.16528,1847350611.72458,1944876755.00708,2091731420.68923,2132081881.91398,2072001066.8212,2032345831.83005,1985924386.91448,1779523344.34106,1746064718.79169,1777058592.98812,2051147606.73687,2362501023.24249,2936019525.60241,3919577285.92703,4346206808.54026,5206444406.66154,4714592492.92972,5628882266.37767,6764635686.79345,6728208836.22143,7223063169.72749,6592537781.81518,6166857628.62212,6398744505.08129,6799075418.99441,7354430040.11966,7889662452.16785,7913680231.1828
Mauritius,毛里求斯,MUS,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11253710317299e-308,1.11253713271835e-308,1.11253718008212e-308,1.11253722844524e-308,1.11253720884243e-308,1.11253721146231e-308,1.11253719565598e-308,1.11253719858779e-308,1.11253718630536e-308,1.11253719509083e-308,1.11253729063798e-308,1880852914.22714,2134517067.65295,2181930254.82301,2653480001.34558,2856890680.60285,3224267547.80508,3263368410.01813,3558137040.37772,4040345933.2923,4421943910.49749,4187367601.73431,4169664285.38681,4343710332.80658,4663313620.01707,4613630622.77501,4841310239.63687,5816553826.85519,6578844486.06288,6488750452.60067,7028803365.70151,8150138757.15741,9990370016.30771,9128843109.15588,10003670690.3497,11518393367.2403,11668685524.1265,12129642296.4425,12803445933.5894,11692287066.381,12232463655.5727,13259351418.4459,14181951058.5129,14045808843.221,10920606197.6928
Mayotte,马约特,MYT,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mexico,墨西哥,MEX,484,1.304e+10,1.416e+10,1.52e+10,1.11254111893028e-308,1.11254188967268e-308,1.11254232445045e-308,1.11254293709185e-308,1.11254349044538e-308,1.11254418213728e-308,1.11254495287969e-308,1.11254570385947e-308,1.11254661294026e-308,1.1125480951372e-308,1.11255058522805e-308,1.11255471561685e-308,1.11255866814202e-308,1.11255892159128e-308,1.11255714003633e-308,1.11256225011795e-308,1.11257017033697e-308,1.11258760534134e-308,1.11260213587369e-308,1.11258253377499e-308,1.11257550570125e-308,1.11258244789107e-308,1.11258515494937e-308,1.11257016754375e-308,147540738281.817,181611549975.804,221400669713.589,261253582805.945,313142768453.485,363157598242.27,500736065605.341,527813238126.278,360073909243.855,410975595310.156,500413483109.175,526502129378.284,600232874042.927,707906744574.644,756706300589.791,772106378935.377,729336319677.449,782240601984.76,877476221382.101,975387131716.089,1052696282278.87,1109989063586.62,900045350649.351,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1315351183524.54,1171867608197.72,1078490651625.31,1158913035796.37,1222408203104.3,1269433932805.91,1073915880822.5
Micronesia (Federated States of),密克罗尼西亚联邦,FSM,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1125369555626e-308,0,0,1.11253695697315e-308,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,408057100,410083600
"Moldova, Republic of",摩尔多瓦,MDA,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1752979926.41489,1695122173.91304,1930081168.83117,1698717504.65549,1170782957.37443,1288429391.79951,1480673594.05602,1661818168.4226,1980907434.76826,2598249555.89984,2988348836.471,3408244549.19999,4401189466.14058,6054849884.52656,5439422031.39627,6974960345.3712,8414360656.29632,8709165249.26928,9496684701.43325,9510219299.49557,7745231660.33425,8071480540.86068,9669759987.02633,11456728401.3069,11970233939.8808,11915547262.6561
Monaco,摩纳哥,MCO,492,0,0,0,0,0,0,0,0,0,0,1.11253700165247e-308,1.11253701019427e-308,1.11253702867451e-308,1.11253705858833e-308,1.11253706856521e-308,1.11253710512195e-308,1.11253711090669e-308,1.11253712965921e-308,1.11253717641877e-308,1.11253722813819e-308,1.11253726969719e-308,1.11253722696917e-308,1.11253721166871e-308,1.11253719914975e-308,1.11253718550444e-308,1.11253719675336e-308,1.1125373035601e-308,1839095595.29143,2000674667.1353,2010116851.24167,2481316053.96507,2480598883.85071,2737192565.05576,2574302409.08038,2720310018.90359,3130462610.06703,3137673291.44762,2840175545.06631,2934498443.40672,2906093756.65885,2647885848.5351,2718868306.01093,2968987019.23077,3601321064.55266,4137913500,4203084193.50827,4582988332.70606,5867916780.72817,6476490405.74191,5451653237.01028,5367625613.15127,6088808463.25167,5743029680.07195,6555983530.34932,7069616048.89066,6261622101.40908,6472990923.1791,6431314957.07185,7194024563.06094,7383745662.15157,6816219303.25528
Mongolia,蒙古国,MNG,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1125374999239e-308,1.11253755978066e-308,1.11253760260002e-308,1.11253744770993e-308,1.11253746939222e-308,1.11253764470484e-308,3020611600,3204461566.66667,3576966800,2560785660,2379018326.31579,1317611863.84977,768401634.154573,925817092.217484,1452165005.2384,1345719472.35883,1180934202.83801,1124440248.9783,1057408588.68269,1136896123.61298,1267997934.3125,1396555719.97409,1595297355.78349,1992066808.09598,2523471532.01083,3414055566.1138,4234999823.30839,5623216448.86852,4583850367.88972,7189481824.07288,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11619892396.0767,11181350461.4723,11480847745.3187,13178094459.4548,14206359006.8095,13312981594.573
Montenegro,黑山,MNE,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984297589.359934,1159869245.92513,1284685050.52413,1707710053.14938,2073234417.68066,2257174480.78597,2721903148.91482,3680711743.77224,4545674527.61096,4159330369.5471,4143033275.88493,4544516982.18263,4087725812.66864,4464260488.58205,4587928884.17142,4052913385.82677,4374128318.58407,4844592066.71174,5504166666.66667,5542674317.06225,4769860740.74074
Montserrat,蒙塞拉特岛,MSR,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,摩洛哥,MAR,504,2037150716.33238,2025689536.60705,2379606422.29029,1.11253758568091e-308,1.11253762053537e-308,1.11253765758671e-308,1.11253763981773e-308,1.1125376817994e-308,1.1125377374007e-308,1.11253783132247e-308,1.11253790659658e-308,1.11253800548511e-308,1.11253818272718e-308,1.1125384712764e-308,1.11253882533143e-308,1.11253914880008e-308,1.11253929689604e-308,1.11253965894079e-308,1.11254019919104e-308,1.11254086007288e-308,1.11254229697301e-308,1.11254132351588e-308,1.11254129984263e-308,1.11254094389781e-308,1.11254059144814e-308,1.11254063259261e-308,1.11254173704971e-308,21765261041.7265,25705296183.5037,26314220188.0257,30180108561.9305,32285388165.2999,33711069430.78,31655473663.8348,35604137422.5796,39030285468.3841,43161452678.4383,39147844526.0838,41806219378.6181,41632027599.8531,38857251336.3448,39459581217.3759,42236836820.6152,52064058833.9739,59626020162.3816,62343022650.8742,68640825480.9223,79041294874.4553,92507257783.5697,92897320375.8176,93216746661.5977,101370474295.109,98266306615.3632,106825649872.108,110081248587.369,101179808076.36,103311649248.024,109682728023.112,118096227400.092,119870439113.662,114725065285.149
Mozambique,莫桑比克,MOZ,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3633406064.83095,2639953230.54915,2729550591.08977,2796549978.47183,2899922841.66085,3856799844.1609,4648832184.06736,5263877520.08489,5976408043.77265,5656473652.41147,5398568543.63492,5677003239.29386,6303391143.83386,7631120533.36168,8542070109.70903,9176889070.42298,10450843291.2931,12556195188.5962,11914471497.1492,11104648673.0016,14381552432.9494,16350804543.0515,16974320551.0213,17716084107.5888,15950969018.9458,11936999283.1791,13219084261.3664,14845870050.7092,15384701797.9863,14019446610.1963
Myanmar,缅甸,MMR,104,0,584351384.445672,612517344.736634,1.1125370922895e-308,1.11253704664295e-308,1.11253702871381e-308,1.11253700776464e-308,1.11253701032543e-308,1.11253706047407e-308,1.11253706546237e-308,1.11253707228379e-308,1.11253706743842e-308,1.11253708600212e-308,1.11253709403407e-308,1.11253717642426e-308,1.1125372080264e-308,1.11253721472372e-308,1.11253717637306e-308,1.11253715576162e-308,1.1125371564065e-308,1.11253717890418e-308,1.11253719231087e-308,1.11253725106364e-308,1.11253728182128e-308,1.11253726390878e-308,1.11253725307344e-308,1.11253732205969e-308,1448003803.8734,1392547742.83427,1674823310.87183,2036373522.69939,2137184858.04416,2216073327.6884,2809748387.09677,3821535779.81651,4879259320.7547,5759624742.26804,5633071709.23378,4613070974.82993,5643818689.479,6849321645.95623,6220271055.11329,6110633153.68778,7754647428.07323,9390855297.73553,10588433068.8549,11863016315.2934,15591182544.7092,23013015832.1023,29455165594.6859,37796052938.7278,54118601974.7947,58318677644.9492,60572254371.4731,63264891867.054,63045306513.9323,60291738934.7783,61449391917.1299,67144726167.9303,68697761477.1818,79852046610.9676
Namibia,纳米比亚,NAM,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11253752759083e-308,1.11253748504157e-308,1.11253745265229e-308,1.11253749678698e-308,1.11253741127136e-308,1.11253732653656e-308,1.11253737615422e-308,2300105497.12572,2495059627.44074,2535113565.48832,2789944497.95827,2996885561.14873,3429538534.36185,3251230620.92603,3666501464.45871,3978497753.02583,3989208661.87519,4154955685.76389,3873098656.00637,3868541599.14887,3922247989.85562,3557333364.30795,3349184760.02543,4926471294.30116,6609198832.76313,7248394160.35502,8001779551.06323,8839526451.57632,8607475308.11833,8938868165.39165,11431334447.4305,12523402328.7671,13042007432.4489,12043276397.1652,12435416060.2791,11335179562.0211,10721994676.6562,12895153160.466,13682062249.2236,12496781719.7752,10619194505.3543
Nauru,瑙鲁,NRU,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47564520.3910861,66055407.6703145,96927201.4848422,98491843.6441982,104654365.188653,86529661.3694983,99723394.9628767,109359680.217211,124021393.690412,118724073.809183,114626625.553023
Nepal,尼泊尔,NPL,524,508334413.965087,531959561.62226,574091101.194382,1.11253705201604e-308,1.11253705180628e-308,1.1125371108887e-308,1.11253715326591e-308,1.11253713724882e-308,1.11253712001942e-308,1.11253712407405e-308,1.11253714317793e-308,1.11253714732565e-308,1.11253718223962e-308,1.11253716939463e-308,1.1125372301281e-308,1.11253731852527e-308,1.11253728814115e-308,1.11253727075178e-308,1.11253732553439e-308,1.11253738657312e-308,1.11253740995887e-308,1.11253749139737e-308,1.1125375210034e-308,1.1125375337861e-308,1.11253756689655e-308,1.11253757645834e-308,1.11253763349095e-308,2957255379.54315,3487009748.35638,3525228153.17361,3627562402.66027,3921476084.89072,3401211581.29176,3660041666.66667,4066775510.20408,4401104417.67068,4521580381.47139,4918691916.53516,4856255044.39064,5033642384.10596,5494252207.90502,6007055042.17687,6050875806.66403,6330473096.54071,7273938314.71988,8130258041.46706,9043715355.8881,10325618017.379,12545438605.3959,12854985464.0764,16002656434.4746,21621710002.5111,21703106502.4926,22162208956.0893,22731602969.6861,24360795410.1597,24524098184.4236,28971589213.134,33111525182.7133,34186180694.9285,33657175561.329
Netherlands,荷兰,NLD,528,12276734172.0828,13493833739.9949,14647057370.1418,1.11254085491182e-308,1.11254154861441e-308,1.11254211708787e-308,1.11254257820339e-308,1.11254312670491e-308,1.11254380111527e-308,1.11254533724957e-308,1.11254635719128e-308,1.11254794176015e-308,1.11255044356887e-308,1.11255467631632e-308,1.11255848124029e-308,1.11256169417635e-308,1.11256389751083e-308,1.11256830661925e-308,1.11257543171415e-308,1.11258131349408e-308,1.11258513822595e-308,1.11257747579258e-308,1.11257607889876e-308,1.11257483532023e-308,1.11257248040528e-308,1.11257246389325e-308,1.11258654878412e-308,245046310922.541,261910508417.884,258336705808.999,318330511920.61,327500327675.625,362962872180.451,353550169672.52,379130260322.073,452301674444.139,450490196078.431,416812740004.518,438008220395.468,446898572341.786,416442786069.652,431213422818.792,471613965744.401,578792325056.433,657171591755.649,685092650167.89,733340860619.747,847481522036.682,947997656364.435,868077243678.8,846554894931.084,904085980796.018,838971306990.906,876923518850.405,890981311077.658,765264949780.999,783528181704.567,831809944960.879,913597086062.599,910194347568.626,913865395789.886
New Caledonia,新喀里多尼亚,NCL,540,0,0,0,0,0,1.11253696867868e-308,1.112536969818e-308,1.11253697372859e-308,1.11253698249094e-308,1.11253699425012e-308,1.11253701789285e-308,1.11253703152168e-308,1.11253705445206e-308,1.11253706321787e-308,1.11253708671318e-308,1.11253713099349e-308,1.11253712646324e-308,1.11253713617327e-308,1.11253713824453e-308,1.11253718795273e-308,1.11253722136101e-308,1.11253716950887e-308,1.11253715271946e-308,1.11253713277354e-308,1.11253712590808e-308,1.11253714042242e-308,1.11253722601944e-308,1488093104.52988,2072775508.28058,2185082943.58021,2529440424.33462,2653780677.01073,2923883289.6371,2822243775.1099,3038728391.45878,3628440524.39278,3606968436.36758,3291131295.15184,3556304834.44773,3647802046.42375,3420032041.95867,3297734885.86956,3740056751.27996,4915353825.41377,5895008984.92881,6238629461.54527,6979155408.87349,8819917186.64951,9067619728.70031,8704438060.51857,9364350064.99003,10351448025.3062,9659151908.65882,10151382876.8157,10635035550.0101,8738203041.54819,8724568970.67891,9173669999.5986,9846920284.01006,9438127994.09456,0
