name,chineseName,code,id,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
New Zealand,新西兰,NZL,554,5485854791.97096,5670064168.21773,6077496267.76294,1.11253856928902e-308,1.11253872620601e-308,1.1125383260917e-308,1.11253837778817e-308,1.11253840191954e-308,1.11253820903126e-308,1.11253835255514e-308,0,1.11253888356405e-308,1.1125392926984e-308,1.11254009183744e-308,1.11254037313369e-308,1.11254010658564e-308,1.11254029009376e-308,1.11254074512646e-308,1.11254150689987e-308,1.11254205055111e-308,1.11254267141976e-308,1.1125429612065e-308,1.11254289870371e-308,1.11254293444359e-308,1.11254228146064e-308,1.11254302597313e-308,1.11254448961122e-308,40376354069.9474,45176811594.2029,43920222524.7085,45495129385.0475,42745329732.163,41649829859.6342,46775620817.4327,55314732279.1379,63918703506.9075,70140835299.0148,66075143415.4952,56227169851.0448,58762260625.8758,52623281956.7031,53872425916.6248,66627729311.4495,88250885550.2626,103905210084.034,114720129550.095,111538810712.665,137188946865.584,133131369930.414,121373602348.679,146517541181.254,168291357111.739,176206659722.524,190906575136.003,201313497220.917,178064471137.921,188943457301.474,206950600690.395,212225726657.864,212891048340.608,210700848973.509
Nicaragua,尼加拉瓜,NIC,558,223854666.666667,240524723.428571,265291588.666667,1.11253700161353e-308,1.11253701373234e-308,1.11253706920829e-308,1.11253707912136e-308,1.11253709159652e-308,1.11253710116374e-308,1.1125371140271e-308,1.11253712109575e-308,1.11253713344387e-308,1.11253714685071e-308,1.11253719940164e-308,1.11253730496583e-308,1.11253732214165e-308,1.11253738573848e-308,1.11253748257181e-308,1.11253745842968e-308,1.11253730668335e-308,1.11253747009426e-308,1.11253753406162e-308,1.11253753823031e-308,1.11253760694905e-308,1.11253769641825e-308,1.11253759224431e-308,1.11253764211884e-308,3851213727.67857,2630904261.83247,1013184745.70715,1009455483.87097,1488804123.71134,1792800000,1756454248.36601,3863185119.04762,4140470000,4308351902.78601,4389965590.96538,4635267224.84195,4855717874.68247,5107329007.0922,5323146565.70315,5224213017.54386,5322454925.84746,5795568204.64532,6321335612.22233,6763418645.81377,7423421958.4248,8496946608.23151,8298679908.55232,8758592272.10579,9774262741.75783,10532006608.1447,10982979274.1922,11880434070.7811,12756706583.3113,13286083644.8761,13785876629.3189,13025239912.2751,12611218627.0632,12621505382.6062
Niger,尼日尔,NER,562,449526872.565486,485785234.940376,531736492.909178,1.11253707408765e-308,1.11253707322837e-308,1.11253709560145e-308,1.11253710274381e-308,1.11253709367543e-308,1.11253708765456e-308,1.11253708386352e-308,1.11253708980436e-308,1.11253710058904e-308,1.11253711274458e-308,1.11253716304177e-308,1.11253718274311e-308,1.11253718831468e-308,1.11253719222438e-308,1.11253724828611e-308,1.11253736758006e-308,1.11253745031452e-308,1.11253754894141e-308,1.11253746553544e-308,1.11253742766997e-308,1.11253737467842e-308,1.11253729022864e-308,1.11253728512452e-308,1.11253739962806e-308,2233005822.58534,2280356338.22867,2179567107.50159,3512356353.0798,3285796979.79737,3386232592.01834,3052673622.85839,1938058161.25116,2302537682.18029,2405687081.12795,2290318800.33457,2643363406.97664,2537790022.73535,2241753120.21267,2448714680.56221,2782192986.95772,3394084884.67098,3760443965.72976,4383315656.99096,4756361479.98873,5731485267.33492,7297600896.86099,7352131669.2941,7851191899.3408,8772951261.81807,9426913349.22319,10224897934.722,10862944203.5591,9683867893.68343,10398862244.9737,11185102399.5762,12808660528.0617,12916455161.1081,13741378450.136
Nigeria,尼日利亚,NGA,566,4196092258.15484,4467200335.99328,4909302953.94092,1.11253820529893e-308,1.11253830098301e-308,1.11253838042878e-308,1.11253850206037e-308,1.11253821459896e-308,1.11253821404562e-308,1.11253856811562e-308,1.11254002849012e-308,1.11253919745214e-308,1.11253996143724e-308,1.1125406749805e-308,1.11254306718955e-308,1.11254379156224e-308,1.11254589873953e-308,1.1125458311821e-308,1.11254595283452e-308,1.11254860400305e-308,1.11255278920256e-308,1.11257756002891e-308,1.11257219797245e-308,1.11256091488375e-308,1.11255508230237e-308,1.11255514689198e-308,1.11255046809808e-308,52676041930.5791,49648470439.7963,44003061108.3357,54035795388.0915,49118433047.5318,47794925814.7558,27752204320.0883,33833042987.7582,44062465800.1706,51075815092.5,54457835193.4927,54604050168.1818,59372613485.6576,69448756932.5833,74030364472.0506,95385819320.5737,104911947834.122,136385979322.437,176134087150.341,236103982431.635,275625684968.615,339476215683.592,295008767295.038,361456622215.721,404993594133.582,455501524575.498,508692961937.492,546676374567.721,486803295097.89,404650006428.613,375746469538.666,397190484464.308,448120428858.769,432293776262.398
Niue,纽埃,NIU,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norfolk Island,诺福克岛,NFK,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Macedonia,马其顿,MKD,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4699646643.10954,4938775510.20408,2436849341.97604,2682456896.55172,3559607241.25816,4707036096.48961,4642018353.67211,3912986090.97363,3765747304.98681,3863621185.97303,3772857145.0248,3709637829.94866,4018365247.44444,4946292774.79046,5682788267.12865,6258600713.82627,6861222331.96317,8336478142.08872,9909548410.82744,9401731495.71661,9407168702.4313,10494632699.3859,9745251126.0109,10817712138.9451,11362272837.8818,10064515432.0265,10672471860.7184,11307058382.3435,12683070061.4695,12606338448.547,12263710122.7645
Northern Mariana Islands,北马里亚纳群岛,MNP,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.284e+09,1.239e+09,1.21e+09,1.061e+09,9.9e+08,9.38e+08,9.39e+08,7.95e+08,7.99e+08,7.29e+08,7.46e+08,7.72e+08,8.32e+08,9.1e+08,1.23e+09,1.56e+09,1.302e+09,1.182e+09,0
Norway,挪威,NOR,578,5163271598.15702,5632460936.54576,6066976682.67364,1.11253853749644e-308,1.11253869781165e-308,1.11253892001233e-308,1.11253907756471e-308,1.11253927964658e-308,1.11253943909081e-308,1.1125396621938e-308,1.11254009476261e-308,1.11254053176163e-308,1.11254121740024e-308,1.11254249595391e-308,1.11254363513097e-308,1.11254505115063e-308,1.11254580817419e-308,1.11254718309953e-308,1.1125484219841e-308,1.11255005466198e-308,1.11255284789626e-308,1.11255263971475e-308,1.11255240516716e-308,1.11255215320487e-308,1.11255225960542e-308,1.11255308937011e-308,1.1125563690701e-308,94230055658.6271,101900260856.222,102633789557.535,119791683307.507,121872464483.487,130838040067.584,120579072750.596,127131461119.927,152029612324.788,163520109150.671,161356631888.484,154163364302.66,162284465073.341,171247131268.604,173972218824.027,195524186477.617,228858506821.841,264511630666.983,308884284051.222,345581369965.54,400937100158.657,4.6225e+11,386190385318.767,428757038466.841,498283438454.281,509506317146.541,522761531914.894,498410050251.256,385801550067.169,368827142857.143,398393955268.99,436999692591.454,404941363636.364,362198318435.26
Oman,阿曼,OMN,512,0,0,0,0,0,1.11253694488771e-308,1.11253694599455e-308,1.11253695572384e-308,1.11253697590943e-308,1.11253698853674e-308,1.11253699256799e-308,1.1125370036131e-308,1.1125370198795e-308,1.11253704857884e-308,1.11253733584932e-308,1.11253744720712e-308,1.11253756171198e-308,1.11253760641255e-308,1.11253760619799e-308,1.11253785151424e-308,1.11253840694473e-308,1.11253872249454e-308,1.11253879551727e-308,1.11253888885177e-308,1.11253910842068e-308,1.11253940094065e-308,1.11253873847809e-308,7811183094.92848,8386215864.75943,9372171651.49545,11685045513.6541,11341482444.7334,12452275682.7048,12493107932.3797,12918855656.697,13802600780.2341,15277763328.9987,15837451235.3706,13996914694.4083,15593456176.8531,19507452535.7607,19452000520.156,20142756046.814,21633708192.4577,24763712873.8622,31081991677.5033,37215779713.9142,42085379453.8362,60905452535.7607,48388363589.0767,64993498049.4148,77497529258.7776,87408842652.7958,89936020806.2419,92699089726.9181,78710793237.9714,75128738621.5865,80856697009.1027,91505851755.5267,88060858257.4772,73971391417.4252
Pakistan,巴基斯坦,PAK,586,3749265014.69971,4118647627.04746,4310163796.72407,1.11253807321996e-308,1.11253821504855e-308,1.11253839396837e-308,1.11253855006282e-308,1.11253877323275e-308,1.11253891589136e-308,1.11253907426834e-308,1.11253940637757e-308,1.11253956408017e-308,1.11253925507167e-308,1.11253850617021e-308,1.1125391276461e-308,1.11253970358192e-308,1.11254018220178e-308,1.11254066588705e-308,1.11254132928247e-308,1.11254179293064e-308,1.11254277267779e-308,1.11254387102564e-308,1.11254451957709e-308,1.11254401709212e-308,1.11254462477699e-308,1.11254462307132e-308,1.11254480937092e-308,33351529274.6869,38472742808.3167,40171018229.0715,40010423970.4576,45625234697.7094,48884606848.1265,51809949334.2396,52293456906.2665,60636022422.6176,63320122807.1223,62433300338.0941,62191955814.3478,62973855718.8874,82017743416.2841,79484403984.8849,79904985384.8652,91760542940.0717,107759683863.123,120055291992.938,137264061106.043,152385716311.916,170077814106.305,168152775283.032,177165635077.065,213587413183.996,224383620829.57,231218567178.979,244360888750.807,270556131701.171,278654637737.69,304567253219.097,314567541558.339,279056608888.638,262610002938.509
Palau,帕劳,PLW,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146297500,156907900,163184900,153963200,165186200,190452900,192382400,198897700,198283900,187522800,185943000,196911100,212397800,221117200,241669800,280457700,298300000,285300000,284700000,274200000,257700000
"Palestine, State of",巴勒斯坦,PSE,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2843300000,3282800000,3409600000,3759800000,4067800000,4271200000,4313600000,4003700000,3555800000,3.968e+09,4603100000,5125700000,5348300000,5815700000,7310400000,8085700000,9681500000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,1.6128e+10,16276600000,17133500000,15561300000
Panama,巴拿马,PAN,591,537147100,599026300,652120900,1.1125371078051e-308,1.11253712098504e-308,1.11253713984545e-308,1.11253715870584e-308,1.11253718477852e-308,1.11253720414953e-308,1.1125372309562e-308,1.11253726299653e-308,1.11253730571117e-308,1.11253734264122e-308,1.11253740202339e-308,1.1125374698374e-308,1.11253753085365e-308,1.11253756860073e-308,1.11253760569417e-308,1.11253773076607e-308,1.11253784439944e-308,1.11253806908439e-308,1.11253821936313e-308,1.11253835457565e-308,1.11253839261574e-308,1.11253845675317e-308,1.11253854522304e-308,1.11253860854177e-308,6827665300,5902783400,5918469800,6433967000,7074675500,8042337700,8782585400,9365289800,9573813700,9870494000,10677286100,11575486400,12130252200,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984230.2564,25155888616.322,27116635565.1742,29440287581.2675,34686224301.1773,40429734384.2184,45599994004.8873,49921464365.3204,54091713775.5634,57907695408.9392,62202725204.4646,64929409212.4566,66984427150.321,53977036995.1729
Papua New Guinea,巴布亚新几内亚,PNG,598,230496032.981216,244832035.032526,261184037.372302,1.11253699742676e-308,1.1125370046757e-308,1.11253701427229e-308,1.11253702583682e-308,1.11253703836971e-308,1.11253704910425e-308,1.11253706542731e-308,1.11253708872246e-308,1.11253710655304e-308,1.11253714140589e-308,1.11253725017524e-308,1.11253729173624e-308,1.11253726437615e-308,1.1125373027318e-308,1.11253733457597e-308,1.11253741046058e-308,1.1125374958535e-308,1.11253755819497e-308,1.11253754635848e-308,1.11253751437183e-308,1.11253756227336e-308,1.11253755981137e-308,1.1125375279063e-308,1.11253758340486e-308,3143848331.31402,3655979702.45646,3546460176.99115,3219730364.99623,3787394957.98319,4377980510.05598,4974550286.18152,5502786069.65174,4636057476.42568,5155311077.38998,4936615298.79367,3789443014.61662,3477038204.01733,3521339699.07407,3081024212.42924,2999511040.19764,3536411824.2958,3927157866.96465,4865892972.27595,8355006706.57899,9545177014.1301,11670840931.8173,11619637798.991,14250755231.1257,17984910501.8979,21295659243.6168,21261432791.2675,23210682538.3928,21723531173.2409,20759069103.0961,22742613553.6879,24109509852.7402,24751344552.2057,24668899683.4299
Paraguay,巴拉圭,PRY,600,0,0,0,0,0,1.11253703883422e-308,1.11253704434345e-308,1.1125370509604e-308,1.11253705713034e-308,1.11253706667639e-308,1.11253707614206e-308,1.11253709342456e-308,1.11253711923164e-308,1.11253717518262e-308,1.11253725866579e-308,1.11253730262411e-308,1.11253734895256e-308,1.11253744608548e-308,1.11253756162234e-308,1.11253777330986e-308,1.11253802807716e-308,1.11253831869363e-308,1.11253826802619e-308,1.11253833073225e-308,1.1125380415097e-308,1.1125377401263e-308,1.11253784920234e-308,3971044723.80154,4255683528.33968,4757732199.96678,5812114523.02702,6984367762.90371,7157424031.06045,7249533620.30614,7870982004.8195,9062131475.02318,9788391780.52421,9965225678.05093,9260481572.42462,8837070235.51892,8855705139.55857,8495806432.18467,7196260656.84556,7691367471.17992,9624440836.29309,10737500188.1123,13429430050.261,17856270473.153,24616537618.2325,22355601273.3545,27237782849.6908,33756238766.5,33296438306.4747,38651334287.6732,40377987208.689,36211372702.8085,36089550659.0914,38997129473.5558,40225448340.6322,37906944074.6128,35670301496.1061
Peru,秘鲁,PER,604,2571908062.07692,2899654840.36567,3286773187.87687,1.11253781880836e-308,1.11253800555433e-308,1.11253820563788e-308,1.11253843951538e-308,1.11253846190792e-308,1.11253834625458e-308,1.11253851542907e-308,1.11253876525667e-308,1.11253897705266e-308,1.11253919934034e-308,1.1125396452268e-308,1.11254035274345e-308,1.11254109846702e-308,1.11254086886127e-308,1.11254054096899e-308,1.11254001612132e-308,1.11254087250502e-308,1.11254140895402e-308,1.11254227730118e-308,1.11254231296264e-308,1.11254121419217e-308,1.11254127694731e-308,1.11254101735705e-308,1.1125406950795e-308,20702298396.9717,15439408447.2288,22499559086.0343,26410386669.3609,34341465998.2003,35966302303.263,34832077220.8537,44882079766.8913,53312793687.3836,55252414130.3019,58147522522.5225,55501467877.381,50187324567.883,51744749133.213,52030158775.4055,54777553515.0809,58731030121.8671,66768703497.5687,76060606060.6061,88643193061.748,102170981144.136,120550599815.441,120822986521.479,147528937028.778,171761737046.585,192648999090.082,201175469114.327,200789362451.567,189805300841.603,191895943823.887,211007207483.515,222574697255.522,228470919605.669,202014363787.233
Philippines,菲律宾,PHL,608,7515886650.50159,8171186334.44451,4954529277.11044,1.11253828918303e-308,1.11253840002943e-308,1.11253853924179e-308,1.11253870517698e-308,1.11253883755102e-308,1.11253906182602e-308,1.11253929380254e-308,1.11253879661906e-308,1.11253899817475e-308,1.11253916931576e-308,1.11253974849618e-308,1.11254078489869e-308,1.11254109799194e-308,1.11254171698335e-308,1.11254243393171e-308,1.11254329333237e-308,1.11254464124973e-308,1.11254603197904e-308,1.11254693399528e-308,1.11254735552371e-308,1.11254625702467e-308,1.11254575578645e-308,1.11254556590776e-308,1.11254532520236e-308,37791442730.7811,43152077817.4686,48513735777.3149,50508286643.0184,51784207132.1246,60422309296.9827,62036625222.9655,73159245524.4651,84644220102.0732,94648084428.8235,94106183450.2675,74492325247.0657,85640133799.7951,83669693589.1547,78921234457.233,84307291974.4733,87039145965.0093,95002028504.6908,107419961717.119,127652859201.489,155980378252.863,181624577153.97,175974711591.53,208368726860.828,234216930369.373,261920509949.785,283902728259.788,297483247100.855,306446140627.933,318626761492.305,328480867143.204,346842094174.513,376823278560.849,361489325230.731
Pitcairn,皮特凯恩群岛,PCN,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,波兰,POL,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65977749036.9844,85500935934.9901,94337050693.2727,96045645026.178,110803391516.698,142292783505.155,160193242090.427,159357789772.207,174685791563.561,170031005016.259,172219461126.067,190905493539.168,199072058823.529,217827260805.842,255110181539.808,306144336269.51,344622003093.581,429028505365.078,533609081852.897,439737508413.192,479834179020.33,528301269069.799,498523568248.119,521016262734.924,542477096211.761,477811911394.084,472630364208.177,526508877305.321,587411745161.558,597280564671.563,596624355719.671
Portugal,葡萄牙,PRT,620,3193200404.37297,3417516639.37596,3668222357.65702,1.11253789409821e-308,1.11253797558785e-308,1.11253808721108e-308,1.11253819786296e-308,1.11253834728158e-308,1.11253849896504e-308,1.11253865083172e-308,1.11253893225396e-308,1.11253920235187e-308,1.11253970568461e-308,1.11254065711827e-308,1.1125412553891e-308,1.11254170874778e-308,1.11254195213038e-308,1.11254222551957e-308,1.1125427314652e-308,1.1125435059639e-308,1.11254505577376e-308,1.11254482869058e-308,1.11254447061104e-308,1.11254365834142e-308,1.11254315891968e-308,1.11254362774813e-308,1.11254650076299e-308,48182925857.4071,56347250696.3788,60594092182.3275,78713860216.5659,89233599278.4792,107592098307.098,95009751901.2592,99688641304.3478,118122007430.012,122630089680.27,117016535162.95,123946327916.296,127427343916.471,118310710337.203,121498889485.459,134156091661.961,164862142212.19,189034502110.752,197180330804.626,208581694893.991,240190803449.22,262344779551.78,243701635176.438,237880908317.652,244797226567.109,216236608773.976,226369502104.236,229596170846.995,199313894327.486,206286022781.894,220811110492.149,242194788533.537,239986922638.902,228539245045.341
Puerto Rico,波多黎各,PRI,630,1691900000,1865100000,2094400000,1.1125375057294e-308,1.11253756425147e-308,1.11253764107868e-308,1.11253771247117e-308,1.11253780194645e-308,1.11253790298288e-308,1.11253803119291e-308,1.11253817298975e-308,1.11253832419855e-308,1.11253849269963e-308,1.11253865907624e-308,1.11253882765144e-308,1.11253895450279e-308,1.11253914479218e-308,1.11253937757121e-308,1.11253968737507e-308,1.11254007892209e-308,1.11254049544414e-308,1.11254087083521e-308,1.11254107056125e-308,1.11254119714087e-308,1.11254166304477e-308,1.11254194135195e-308,1.11254236627311e-308,24025800000,26385800000,28161200000,30603919000,32287031000,34630430000,36922456000,39690630000,42647331000,45340835000,48187039000,54086400000,5.7841e+10,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,100351700000,101564800000,1.0245e+11,102445800000,103375500000,104336700000,103445526000,1.00925e+11,104914600000,103138300000
